artist,bio,listeners,playcount,similar_artist
Chelou,"A product of the Camden punk scene his parents were native to, Chelou is a 23 year old songwriter and producer. Emerging last year (2014) with a debut EP 'The Quiet', inspired by acts as diverse as PJ Harvey, Bon Iver and Lana Del Rey, Chelou quickly made a name for himself thanks to a host of strong support from the likes of Tom Ravenscroft, Guy Garvey and Lauren Laverne on BBC 6Music and Huw Stephens on BBC Radio 1. <a href=""https://www.last.fm/music/Chelou"">Read more on Last.fm</a>",182341,1719508,"['Low Hum', 'Dope Lemon', 'Mild Orange', 'Meltt', 'alt-J']"
Ravyn Lenae,"Ravyn Lenae Washington (born January 22, 1999) is an American R&B singer-songwriter from Chicago who is currently signed to Atlantic Records and the Three Twenty Three Music Group. She is also a member of the musical collective Zero Fatigue. Her debut EP, Moon Shoes EP, was released independently in 2015 and reissued by Atlantic Records in 2016. Her follow-up EP, Midnight Moonlight EP, was released in 2017. In addition to performing at several music festivals, Lenae has also toured with SZA on her Ctrl Tour and Noname on her Telefone Tour. <a href=""https://www.last.fm/music/Ravyn+Lenae"">Read more on Last.fm</a>",1634751,42827039,"['Solange', 'Kelela', 'Raveena', 'Tinashe', 'Fana Hues']"
Hayden Calnin,"Hayden Calnin is an Australian singer-songwriter based in Melbourne.

The ink lines that would shape young, self-produced, singer/songwriter Hayden Calnin and his budding musical career were drawn in his teen years after his father gave him a guitar at age 14. He hasn’t gone a day since without playing it.
Dabbling in bands through his teen years led him to add drums and piano to his repertoire, until at the age of 17 he finally decided to give singing a go.  <a href=""https://www.last.fm/music/Hayden+Calnin"">Read more on Last.fm</a>",148618,1262725,"['Woodlock', 'Riley Pearce', 'Harrison Storm', 'Dustin Tebbutt', 'Hazlett']"
Antílopez,"Antílopez es un dúo de artistas onubenses con un nuevo concepto de canción de autor. Son compositores e intérpretes de sus creaciones y espectáculos, cuya escena es representativa por un toque de post-humorismo. Algunos medios lo han denominado como ""un gen Globetrotter en su música"". Un aire desenfadado dentro de lo virtuoso, cercano y sencillo dentro de lo poético, al que aplican con comicidad una extensión de lo que son abajo del escenario: divagaciones <a href=""https://www.last.fm/music/+noredirect/Ant%C3%ADlopez"">Read more on Last.fm</a>",10478,216296,"['El Niño de La Hipoteca', 'Mr. Kilombo', 'Juanito Makandé', 'El Canijo de Jerez', 'Pedro Pastor']"
Martha Wainwright,"Martha Wainwright (b. 1976 in Montreal, Quebec) is a Canadian singer and songwriter. 

Daughter of Loudon Wainwright III and Kate McGarrigle, and the sister of Rufus Wainwright, she has frequently appeared on recordings by her family members, the McGarrigle Sisters and Family and has released several independent EPs. Wainwright released an independent cassette, Ground Floor, in 1997. The following year, her song ""Year of the Dragon"" appeared on The McGarrigle Hour, an album released by Kate & Anna McGarrigle. <a href=""https://www.last.fm/music/Martha+Wainwright"">Read more on Last.fm</a>",432602,5600369,"['Rufus Wainwright', 'Kate & Anna McGarrigle', 'Joan as Police Woman', 'Beth Orton', 'Frazey Ford']"
Los Hermanos Dalton," <a href=""https://www.last.fm/music/Los+Hermanos+Dalton"">Read more on Last.fm</a>",7413,59094,"['091', 'la granja', 'Los Enemigos', 'Josele Santiago', ""Surfin' Bichos""]"
Elderbrook,"Alexander Kotz, known professionally as Elderbrook, is a English musician, songwriter and producer. His career as a musician began in 2015, when he released his first EP, which contained the song, ""How Many Times"" which went on to be remixed by German duo Andhim, becoming one of Mixmag's best songs of 2015. <a href=""https://www.last.fm/music/Elderbrook"">Read more on Last.fm</a>",493766,7749941,"['Klangkarussell', 'Sultan + Shepard', 'Eli & Fur', 'Lane 8', 'CamelPhat']"
sundots,"Drew Collins of Connecticut. Multi-instrumentalist and member of bands pulsr,  Live Slower,  OnlyAfter6PM, and Empathy Family. <a href=""https://www.last.fm/music/sundots"">Read more on Last.fm</a>",415010,8138122,"['lots of hands', 'Hold', 'mage tears', 'giving a butterfly a skeleton', 'Alex G']"
BENEE,"Stella Bennett (born January 30, 2000), known professionally as Benee (/ˈbɛniː/, stylized BENEE, formerly spelled Bene) is a New Zealand musician from Grey Lynn in Auckland.

Stella Rose Bennett was born and raised in the suburb of Grey Lynn in Auckland. She grew up in a ""really musical"" family with parents who would expose her to the catalogs of Radiohead, Björk, and Groove Armada. From the age of eight, BENEE began taking guitar lessons in primary school before starting saxophone lessons in high school. <a href=""https://www.last.fm/music/BENEE"">Read more on Last.fm</a>",1007901,21200579,"['Remi Wolf', 'Claire Rosinkranz', 'Gus Dapperton', 'Blu Detiger', 'BENEE, Gus Dapperton']"
alt-J,"Alt-J (sometimes stylised ∆) was formed when Gwil Sainsbury (guitar, bass), Joe Newman (guitar, vocals), Gus Unger-Hamilton (keyboards), and Thom Sonny Green (drums) met at the University of Leeds,  Leeds, UK in 2007. The band currently resides in Cambridge.

Unger-Hamilton studied English Literature; the other three Fine Art. In their second year of studies, Newman showed Sainsbury a handful of his own songs inspired by his guitar-playing dad and hallucinogens <a href=""https://www.last.fm/music/alt-J"">Read more on Last.fm</a>",2338002,118211823,"['Foals', 'Bombay Bicycle Club', 'Broken Bells', 'Chelou', 'Milky Chance']"
Los Locos Descalzos," <a href=""https://www.last.fm/music/Los+Locos+Descalzos"">Read more on Last.fm</a>",2,4,[]
Julien Baker,"Julien Baker (born Julien Rose Baker in Germantown, TN, on September 29, 1995) is an American singer, songwriter, and multi-instrumentalist. In addition to her solo work, Baker led the alt-rock band Forrister (previously known as The Star Killers) who released an album in 2013 titled American Blues and a split with Little Moses in 2014. In 2018 she became a co-founder of the 'supergroup' boygenius (alongside Phoebe Bridgers and Lucy Dacus). 

Baker's stark and soulful music is said to evoke names like Bon Iver, Daughter, and Natalie Prass. <a href=""https://www.last.fm/music/Julien+Baker"">Read more on Last.fm</a>",631842,34531307,"['Lucy Dacus', 'boygenius', 'Phoebe Bridgers', 'Better Oblivion Community Center', 'Tomberlin']"
Deko,"1. Grant Andrew Decouto (born March 24, 1995), better known by his stage name Deko, is a Grammy nominated record producer and rapper. He has established himself as a force in Atlanta and around the south while working with acts such as Migos, Drake, Gucci Mane, and others.

Having one of the most unique sounds you will find in music today, Deko is always testing limits by constantly fusing elements from all genres of music in his production. With his career just now beginning <a href=""https://www.last.fm/music/Deko"">Read more on Last.fm</a>",153293,5056337,"['Yameii Online', 'SEBii', 'kmoe', 'meat computer', 'p4rkr']"
VI Seconds,"VI Seconds (born 1991) is a rapper from Brooklyn, New York. He started his career under the name Shizzy Sixx, later changing it to Shizzy VI and then changing it to VI Seconds. He started out mostly rapping about anime, video games, and TV shows, but as of a few years ago he decided he wanted to be known for his bars instead of a gimmick.

In 2014 he changed his name to VI Seconds and released his mixtape, Animated.

In 2016 he released his second mixtape <a href=""https://www.last.fm/music/VI+Seconds"">Read more on Last.fm</a>",12627,308241,"['Token Black', 'PE$O PETE', 'Ty Wild', 'Jamar Rose', 'Pfv']"
Gazzelle,"Flavio Bruno Pardini (born 7 December 1989), known as Gazzelle, is an Italian singer and songwriter. <a href=""https://www.last.fm/music/GAZZELLE"">Read more on Last.fm</a>",69019,3650858,"['Calcutta', 'Fulminacci', 'Pinguini Tattici Nucleari', 'Franco126', 'Frah Quintale']"
Aaron Taylor," <a href=""https://www.last.fm/music/Aaron+Taylor"">Read more on Last.fm</a>",216399,1773586,"['Sam Wills', 'Jordan Rakei', 'Two Another', 'miller blue', 'daste.']"
The Palms,"With hints of West Coast Psychedelia, Hip Hop, Folk and more, The Palms have effortlessly combined their love of ALL popular music to create a fresh, uplifting sound, resulting in the perfect soundtrack to a summer night in Los Angeles. The need to makemusic without barriers or inhibitions is what initially inspired Johnny Zambetti and Ben Rothbard to explore artistic ideas outside of their band Terraplane Sun. Before they knew it, The Palms were born.  <a href=""https://www.last.fm/music/The+Palms"">Read more on Last.fm</a>",171595,1434277,"['Foreign Air', 'Matt Maeson', 'Dennis Lloyd', 'Tash Sultana', 'Milky Chance']"
Los Planetas,"Los Planetas is a Spanish indie rock band from the Southern city of Granada, formed in the early-1990s and active through the 2000s, and led by J ('jota': guitar, vocals) and Florent (guitar, moog & synthesizers). Current line-up includes drummer Erik (formerly of Lagartija Nick), guitar and keyboard player Banin (formerly in Ciao Firenze) and bassist Julián Méndez (formerly in Lori Meyers and of Checopolaco) . With a strong interest on psychedelic pop <a href=""https://www.last.fm/music/Los+Planetas"">Read more on Last.fm</a>",181404,8037346,"['Triángulo de Amor Bizarro', 'Sr. Chinarro', 'Los Punsetes', 'Lori Meyers', 'La Habitación Roja']"
Frah Quintale,"Frah Quintale (real name Francesco Servidei, born 27th December 1989) is an Italian rapper and singer-songwriter. Frah initially performed as half of the rap duo Fratelli Quintale, but after their split in circa 2016, he went on to perform as a solo artist, releasing the single 'Colpa del vino' and the EP '2004'. Frah released his first solo album 'Regardez Moi' in 2017. 

In 2018 and 2019, Frah continued to release singles and a few collaborative tracks <a href=""https://www.last.fm/music/Frah+Quintale"">Read more on Last.fm</a>",100865,5241439,"['Calcutta', 'Coez', 'Franco126', 'GAZZELLE', 'PSICOLOGI']"
Peach Pit,"There are at least 2 bands sharing the name Peach Pit.

1) Peach Pit are a pop band from Vancouver, British Columbia, Canada. The band is led by singer and rhythm guitarist Neil Smith, lead guitarist Christopher Vanderkooy, bassist Peter Wilton, and drummer Mikey Pascuzzi. They describe their own music as ""chewed bubblegum pop"", whereas critics have described their sound as ""sad pop and surf rock"" and has a soft spoken vocal style with guitar driven rock melodies. <a href=""https://www.last.fm/music/Peach+Pit"">Read more on Last.fm</a>",1034468,44723217,"['The Backseat Lovers', 'Hippo Campus', 'Summer Salt', 'Vista Kicks', 'Breakup Shoes']"
YouNotUs,"It's all about YouNotUs – the Berlin duo stood out with its name even before they had their first hit. But that wasn't long in coming either: just a few months after they founded their project, Tobias Bogdon and Gregor Sahm – who met while studying in Berlin – achieved their first platinum success in 2015 with ""@Supergirl"". It was the kick-off for a remarkable career that has made YouNotUs one of the most relevant German dance acts in recent years. <a href=""https://www.last.fm/music/Younotus"">Read more on Last.fm</a>",173930,1740132,"['Toby Romeo', 'Lizot', 'twocolors', 'Vize', 'Felix Jaehn']"
Phoebe Bridgers,"Phoebe Lucille Bridgers (born August 17, 1994) is an American indie musician from Pasadena, California. Best known for her work as a solo singer-songwriter, she is also known for being part of the musical groups boygenius (with Julien Baker and Lucy Dacus) and Better Oblivion Community Center (with Conor Oberst). Bridgers made her solo debut with the studio album Stranger in the Alps (2017), followed by Punisher (2020) which earned Bridgers widespread critical acclaim and four Grammy Award nominations, including Best New Artist. <a href=""https://www.last.fm/music/Phoebe+Bridgers"">Read more on Last.fm</a>",2118167,283987833,"['boygenius', 'Lucy Dacus', 'Julien Baker', 'Better Oblivion Community Center', 'Searows']"
Ondara,"There is more than one artist with this name, including: 
1) Ondara is a name used by Kenyan singer-songwriter J.S. Ondara; 
2) Ondara was a Catalan Celtic music band. 

1) Ondara is a name used by Kenyan singer-songwriter J.S. Ondara. 

2) Ondara was a Catalan Celtic music band comprising Cèlia Gonzalez (flute), Andreu Martinez (guitar), Miquel Àngel Cordero (bass) and Àlex Gaspa (percussion). The band released ""Ruta Celta"" in 2008. <a href=""https://www.last.fm/music/Ondara"">Read more on Last.fm</a>",66249,416964,"['Foy Vance', 'Isaac Gracie', 'J.S. Ondara', 'Leif Vollebekk', 'Allison Russell']"
Jarabe De Palo,"Jarabe de Palo (literally ""Wooden Stick Syrup"" or, after the Spanish expression ""dar un jarabe de palo"", i.e. a ""hell of a beating""), was a Spanish rock band founded in 1996. The group was led by singer, songwriter, and guitarist Pau Donés, whose death in 2020 caused the band to break up.

Pau Donés, born and raised in Barcelona, worked for various groups before being able to take on his current project, Jarabe de Palo. He began at age 15 with his brother Marc, with whom he formed a group known as J. <a href=""https://www.last.fm/music/Jarabe+de+Palo"">Read more on Last.fm</a>",578445,9668826,"['Estopa', 'Café Quijano', 'Elefante', 'Fito Y Fitipaldis', 'Enrique Bunbury']"
